temRT,temHashtag,temUser,temURL,temLetraRepetid,numeroLetrasRepetidas,temPontoInterrogacao,temPontoExclamaco,EmojisPositivo,EmojisNegativo,quantidadePalavras,quantidadePalavrasQueIniciamMaiusculas,quantidadePalavrastodasAsLetrasMaiusculas,quantidadeLetrasMaiusculas,quantidadePontosInterogacao,quantidadePontosExclamacao,quantidadeEmojisPositivos,quantidadeEmojisNegativos,mediaCharacteresPorPalavra,tweet,classe
0,0,0,0,0,0,0,0,0.0,0.0,21.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,graças a Deus hoje foi home office pq imagina ter que pegar trem e metrô pro centro de SP nessa chuva,POSITIVO
0,0,1,0,0,0,1,0,0.0,0.0,6.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,@roquexz Tem disponibilidade de trabalho remoto?,NEUTRO
0,0,1,0,0,0,0,0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,"@quasemarcio vida de trabalho remoto, eu nem sei o que é calça jeans mais.",POSITIVO
0,0,0,1,1,7,0,0,0.0,0.0,16.0,6.0,1.0,12.0,0.0,0.0,0.0,0.0,7.0,"Pessoa desenvolvedora .net junior (remoto)
Netvagas - (3949911127)

Trabalho remoto in Recife, BA
Mais no link:https://t.co/Q2YEPjg7zR",NEUTRO
0,0,0,0,0,0,0,0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,sério quando a dedé colocar internet no sítio vou me mudar pra lá e fazer home ofice no meio do mato,POSITIVO
0,0,1,0,1,6,0,0,0.0,0.0,49.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,"@liquuid Aqui a mesma situação, partner tava de boa em home-office e a empresa convocou presencial só de birra.

Tirou máscara para comer e pegou covid. Pensando em processar a empresa quando sair. Agora voltou pra casa até fim do contrato.

Eu invicto; não convicto de estar em segurança.",POSITIVO
0,0,1,0,1,12,0,1,0.0,0.0,24.0,5.0,2.0,15.0,0.0,5.0,0.0,0.0,6.0,"@taoquei1 E você é uma especialista internacionalmente reconhecida...

Ops!

Não é nada...

Só é uma revolucionária de home office, que fica bostejando ilusões TERRORISTAS!!!!",NEGATIVO
0,0,0,0,0,0,0,1,0.0,0.0,14.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,ultima semana de trabalho e em home office &lt;3 e dps finalmente ferias !!,POSITIVO
0,0,0,0,1,8,0,1,0.0,0.0,31.0,5.0,0.0,6.0,0.0,5.0,0.0,0.0,4.0,"Bom dia, pessoas! 

Tô de home office aqui só até meio dia hoje!!!O sextou tá carregando e as comemorações de Ano Novo estão batendo na porta. 

Bora que tá acabando 2022!",POSITIVO
0,0,0,0,0,0,0,0,0.0,0.0,44.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,"parece mentira mas já tem gente no linkedin comparando o resultado da copa ontem ao trabalho presencial, falando que se Messi tivesse no banco, eles não tinham vencido e comparando com o trabalho remoto/presencial ""camisa 10 tem que dar as caras e ser presencial""",NEGATIVO
0,0,0,0,1,5,0,0,0.0,0.0,53.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,"Não tivemos recesso na firma, mas, num plot twist carpado, estou em home office a partir de hoje.

Considerando que o que eu preciso fazer leva no máximo umas quatro horas, posso dizer que estou de recesso.
Pena q agora Inês é morta, pois, não dá mais p viajar p onde eu queria.",POSITIVO
0,0,0,0,0,0,0,0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,"só pq eu trabalho de home office nego acha q vivo à toa… eu hein, q loucura.",POSITIVO
0,0,1,0,0,0,0,0,0.0,0.0,14.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,@reidosoraculos Um trabalho que eu seja mais valorizado como profissional e que seja remoto,POSITIVO
0,0,0,0,0,0,0,0,0.0,0.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,Muito bom homeofice me da muita liberdade(de trabalhar sem blusa,POSITIVO
0,0,1,0,0,0,0,0,0.0,0.0,26.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,"@lucas_montano Pra mim que faço faculdade, remoto com ctz, ainda trabalho hibrido atualmente e os dia que vou pro escritorio me deixam com vontade de morrer",POSITIVO
0,0,0,0,0,0,0,0,0.0,0.0,45.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,"Para Björk, a pandemia não se tornou uma fonte de estresse do trabalho ou estudo remoto, mas o contrário, porque isso lhe deu espaço para retornar a uma espécie de vida rural comum. ""Eu estava profundamente imersa em tudo, me senti no chão e envolvida"".",POSITIVO
0,0,0,0,1,6,0,0,0.0,0.0,28.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0,"Ta esquisito isso dai.Tudo vazio,nenhum seguranca....Xandex nao esta por la.Eles so vao la para fazer foto pro consorcio divulgar.Estao recebendo salarios e mordomias ha 2 anos,so'no ""home office""..",NEGATIVO
0,0,1,0,0,0,0,0,0.0,0.0,36.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,6.0,@joaomiranda @speraltalisboa @jcaetanodias Emigração para paises onde as mesmas taxas marginais estão em patamares ou escalões de rendimento mais acima de forma significativa. E desincentiva receber salário processados numa entidade portuguesa (os itinerantes de trabalho remoto).,NEGATIVO
0,0,0,1,1,3,0,0,0.0,0.0,16.0,11.0,2.0,21.0,0.0,0.0,0.0,0.0,6.0,BairesDev oferece vaga para Mato Grosso do Sul-MSGerente De RH Trabalho Remoto Ref P Dlvr https://t.co/VIaQTeoaBm,NEUTRO
0,0,0,1,1,5,0,0,0.0,0.0,12.0,7.0,2.0,17.0,0.0,0.0,0.0,0.0,8.0,BairesDev oferece vaga para Amazonas-AMPessoa Desenvolvedora NET Trabalho Remoto Ref 0001P https://t.co/qTm9fGB2io,NEUTRO
0,0,0,0,0,0,0,0,0.0,0.0,15.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,"100% remoto. 

O trabalho remoto me proporciona um conforto que eu jamais teria no presencial",POSITIVO
0,0,0,1,1,3,0,0,0.0,0.0,14.0,9.0,4.0,20.0,0.0,0.0,0.0,0.0,6.0,BairesDev oferece vaga para Piauí-PIScrum Master P D Trabalho Remoto Ref 0073P RD https://t.co/FJXstgAjLc,NEUTRO
0,0,1,0,1,7,1,0,0.0,0.0,18.0,3.0,0.0,7.0,1.0,0.0,0.0,0.0,6.0,"@PlayStationFor9 @Jouberth19 Kkkkkk
Como se precisasse entrar num prédio para governar.  Já ouviu falar em trabalho remoto,  anta?",POSITIVO
0,0,0,1,1,3,0,0,0.0,0.0,9.0,4.0,1.0,13.0,0.0,0.0,0.0,0.0,6.0,"nova
Vem pra EISA

Trabalho remoto
Mais no link:https://t.co/8XZFLU1Jm7",NEUTRO
0,0,1,0,1,4,0,0,0.0,0.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,"@thiwitter Hoje em dia com trabalho remoto, pode ser assim...",POSITIVO
0,0,0,1,0,0,1,0,0.0,0.0,15.0,4.0,0.0,10.0,1.0,0.0,0.0,0.0,6.0,Querendo sair do país? Portugal agora tem visto para trabalho remoto - Olhar Digital https://t.co/nP6WBFBSt6,POSITIVO
0,0,0,1,1,4,0,0,0.0,0.0,10.0,5.0,1.0,13.0,0.0,0.0,0.0,0.0,9.0,"Desenvolvedor(a) PHP pleno (Remoto)
GeekHunter

Trabalho remoto
Mais no link:https://t.co/BhcpeqVB0W",NEUTRO
0,0,0,0,0,0,0,0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,descobri que amo trabalhar home office,POSITIVO
0,0,0,0,0,0,0,0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,nao acredito que nao surgiu nenhuma postagem no linkedin direto do qatar falando como o trabalho remoto que tá oportunidades de trabalhar em qualquer lugar do mundo,POSITIVO
0,0,0,1,1,5,0,0,0.0,0.0,10.0,7.0,0.0,13.0,0.0,0.0,0.0,0.0,9.0,"Desenvolvedor(a) Mobile Flutter Pleno
GeekHunter

Trabalho remoto
Mais no link:https://t.co/UIq2RhjdXH",NEUTRO
0,1,1,0,1,3,0,1,0.0,0.0,19.0,2.0,1.0,9.0,0.0,1.0,0.0,0.0,5.0,"Cara como é tão bom trabalhar home office no interior. Que paz e sossego!
#bolhadev
#BOLHA
#DevOps
@bolha_dev
@tweetbolhadev",POSITIVO
0,0,0,0,0,0,0,0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,"1ª copa de remoto é trabalho pausando, brasil em campo e eu punhetasiestando.",POSITIVO
0,0,1,0,0,0,0,0,0.0,0.0,37.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,"@GutenbergCarlos aconteceu o mesmo comigo no tempo que fiquei de home office, mano. mas depois que voltei a trampar presencialmente, no início de 2022, consegui retomar o hábito de leitura, além de voltar a ouvir mais podcasts",NEGATIVO
0,0,1,0,0,0,1,0,0.0,0.0,10.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,6.0,@polvopaulpreviu @CearaSC Vai ser mesmo por trabalho remoto para economizar?,NEGATIVO
0,1,0,1,1,12,0,1,0.0,0.0,31.0,11.0,0.0,15.0,0.0,1.0,0.0,0.0,6.0,"Vaguinha passando na sua tl! 👨‍💻🗣️📣

#bolhadev 

Repo: frontendbr
Postado em: 07/09/2022
Tags: Sênior - Remoto

Descrição da vaga
Este trabalho requer inglês, salário muito competitivo

Title: Engineer ...

Link: https://t.co/GtVqJ0pxPe",NEUTRO
0,0,0,0,0,0,0,0,0.0,0.0,27.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,"Trabalho remoto é simplesmente tudo pra mim, motivo de eu ter voltado a gostar da minha profissão. As coisas boas superam demais os contras, no meu caso.",POSITIVO
0,0,0,1,1,5,0,0,0.0,0.0,12.0,2.0,1.0,11.0,0.0,0.0,0.0,0.0,7.0,Digibee tem 24 vagas abertas na TI para trabalho remoto https://t.co/dR2XpcZG8k https://t.co/0VczQl3BlM,NEUTRO
0,0,1,0,0,0,1,0,0.0,0.0,6.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,5.0,"@gstvdl Queria,  inclusive é home ofice??",POSITIVO
0,0,0,1,1,4,0,0,0.0,0.0,15.0,9.0,1.0,17.0,0.0,0.0,0.0,0.0,7.0,BairesDev oferece vaga para Mato Grosso do Sul-MSPessoa Desenvolvedora React Trabalho Remoto Ref 0169P https://t.co/guJqyd8L8H,NEUTRO
0,0,0,1,1,3,0,0,0.0,0.0,17.0,11.0,1.0,22.0,0.0,0.0,0.0,0.0,7.0,BairesDev oferece vaga para Rio Grande do Sul-RSAnalista De Operações De Recrutamento Trabalho Remoto Ref 0050P https://t.co/PHoOg5AEpK,NEUTRO
0,0,0,0,0,0,0,0,0.0,0.0,13.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,"Primeira vez que vejo motoboy trabalhando home-ofice, diária feita em casa check 🤣✅",NEGATIVO
0,0,0,1,1,5,0,0,0.0,0.0,20.0,14.0,1.0,22.0,0.0,0.0,0.0,0.0,6.0,BairesDev oferece vaga para Mato Grosso do Sul-MSGerente De Pessoal De Engenharia De Software Trabalho Remoto Ref 0049P Dlvr https://t.co/0bpKidJRcm,NEUTRO
0,0,0,0,0,0,0,0,0.0,0.0,14.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,"ouvindo tasha e tracie com o Vi, amo o home office, amo este querido",POSITIVO
0,0,0,0,0,0,0,1,0.0,0.0,6.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,Queremos trabalho remoto de volta !,POSITIVO
